,Intercept,diet[T.NC],mz,rt,nearest_distance,scan,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags,internalFilename,compound_type,manual_annotation,mz_diff,rt_diff,document,motif,probability,overlap,precursor.mass,retention.time,document.annotation,urine_mass2motif_78.m2m http://ms2lda.org/motifdb/motif/150868 Betaine related,euphorbia_motif_350.m2m http://ms2lda.org/motifdb/motif/151080 Import motif,motif_474,motif_418,euphorbia_motif_18.m2m http://ms2lda.org/motifdb/motif/151137 m/z 203 189,motif_313,motif_449,motif_400,motif_543,motif_478,motif_338,gnps_motif_43.m2m http://ms2lda.org/motifdb/motif/151021 Water loss - indicative of a free hydroxyl group – (in beer often seen in sugary structures),motif_388,motif_306,gnps_motif_38.m2m http://ms2lda.org/motifdb/motif/151045 Loss of CH2O2 - indicative for underivatized carboxilic acid group,motif_559,motif_451,motif_443,motif_469
453.331962202984_6.79951491433022,1.889206465655537,-0.3111510785296403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
396.248038662868_3.58607228820269,2.0832610692321967,-2.8123964579775773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440.277374318809_6.97876233864845,4.70598333733675,1.6063848786521862,440.277374318809,418.725740318907,4.340443504961704,4847.0,M+H-H2O,508021,1.0,Spectral Match to Oleanolic acid from NIST14,Isolated,Data deposited by aaksenov,0.0,spectra/specs_ms.pklbin4847,,,Q-TOF,Positive,ESI,439.35699999999997,lib-00024.mgf,Bronze,3.0,0.819469,0.0,0.0,1.0,GNPS-NIST14-MATCHES,Data from Karin,439.35699999999997,,414.48400000000004,8.0,,0.0,439.35699999999997,specs_ms.pklbin,CCMSLIB00003136060,135386.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.9203743188090243,-4.241740318906977,4847.0,"euphorbia_motif_350.m2m,euphorbia_motif_18.m2m","0.2085,0.3877","0.7137,0.4932",439.35699000000005,414.48400899999996,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
373.273557654342_6.81793133179369,3.8102298344909866,0.26047188919039144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
462.259242245822_6.98298356321839,1.2439251508056834,1.5685979848727742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
388.252783398947_5.45607809853733,1.5078645314514354,-1.8649429591372453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
581.345018738149_7.40751243201243,2.385818537646504,-0.9304091246798478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
467.240270864951_8.52250933333333,1.4948621358215526,-1.2184492858126603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445.233393295388_3.3897574074074,1.9160509671508985,0.09917742889376058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
441.202270677614_4.03185911330049,1.2733107175171092,2.985295364074424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
452.282460983578_8.15685310734463,1.8415871228515817,-1.3579258235171279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313.107096595932_3.52484681295715,-0.363291207379131,3.960463830642417,313.107096595932,211.490808777429,6.680195760794327,471.0,M+H, ,1.0,m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate),Commercial,Nothias-Allard,313.1,spectra/specs_ms.pklbin471, , ,Hybrid FT,Positive,LC-ESI,313.17900000000003,lib-00010.mgf,Bronze,3.0,0.50093,229.872,0.071991,1.0,GNPS-LIBRARY,Litaudon-Wolfender,313.17900000000003, ,204.81099999999998,4.0, ,0.0,313.107,specs_ms.pklbin,CCMSLIB00000478113,10938.6,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.07190340406805262,-6.679808777429031,471.0,urine_mass2motif_115.m2m,0.2117,0.9087,313.10699,204.811005,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
331.1177521899_3.49403824906366,-1.032325688427715,4.070428201369956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387.252474671804_5.82243260536398,3.645656165057392,-2.0472926409914933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
580.341672955197_7.39201774193548,3.5494177903473094,-0.8871301921084367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
382.154481903548_4.67087267489711,1.1048122014343456,1.1600981442257918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
466.327333347361_7.94935808429119,4.1928968991577324,-0.9233159335329972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
477.251666127484_5.91420495804729,1.9492860402404981,-0.5468563349917375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355.262495084035_6.3064246634996,2.6738010014831737,-0.6529642852023088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
424.282005790696_7.32534950645405,3.1706712807953075,0.503767439536766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
367.163973550179_3.98871721242653,2.4786191548645213,-3.8511857302859265,367.163973550179,239.3230327455918,4.412638145653278,1955.0,M+NH4,,1.0,NCGC00380821-01!,isolated,lfnothias,348.157,spectra/specs_ms.pklbin1955,"InChI=1S/C19H24O6/c1-8-6-18-7-9(8)3-4-10(18)19-12(21)5-11(20)17(2,16(24)25-19)14(19)13(18)15(22)23/h9-14,20-21H,1,3-7H2,2H3,(H,22,23)",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,366.191,lib-00000.mgf,Gold,1.0,0.6438550000000001,95.5885,0.0350037,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,366.191,,235.019,4.0,CC12C3C(C(O)=O)C45CC(CCC4C3(OC1=O)C(O)CC2O)C(=C)C5,0.0,366.226,specs_ms.pklbin,CCMSLIB00000848319,2862.93,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-0.972973550179006,-4.3040327455917975,1955.0,euphorbia_motif_135.m2m,0.1103,0.6629,366.22601000000003,235.018997,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503.243380571443_3.34523628963153,2.2951551045715526,-3.0372895510867077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
410.260077599954_6.30322134786117,1.6162009801208692,-0.8884560378268205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
399.250530448846_7.93869825360668,1.728317793780537,0.04075224082918538,399.250530448846,476.32189521640083,5.094401299314257,4337.0,M+H,1935188,1.0,Spectral Match to Palmitoylcarnitine from NIST14,Isolated,Data deposited by mjmeehan,0.0,spectra/specs_ms.pklbin4337,,,HCD,Positive,ESI,400.342,lib-00024.mgf,Bronze,3.0,0.8811200000000001,2.43932,0.0009765619999999999,1.0,GNPS-NIST14-MATCHES,Data from Gabriel Haddad,400.342,,481.298,5.0,,0.0,400.343,specs_ms.pklbin,CCMSLIB00003135535,19571.3,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,1.0914695511539776,4.976104783599169,4337.0,gnps_motif_45.m2m,0.5076,0.6691,400.34299,481.298004,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
357.190168672596_3.99414503205127,1.8496299351989942,-2.4518641741946183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
357.278625168904_6.6911003488372,6.663330627927157,-0.32731049377469645,357.278625168904,401.466020930232,2.313020960603151,1573.0,M+H-2H2O,474259,1.0,Spectral Match to Chenodeoxycholic acid from NIST14,Isolated,Data deposited by fevargas,0.0,spectra/specs_ms.pklbin1573,,,QqQ,Positive,ESI,357.279,lib-00024.mgf,Bronze,3.0,0.8013979999999999,0.0,0.0,1.0,GNPS-NIST14-MATCHES,Data from Joshua Wollam,357.279,,399.153,9.0,,0.0,357.279,specs_ms.pklbin,CCMSLIB00003138468,143252.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.0003748310959963419,-2.3130209302319713,1573.0,"motif_326,motif_497","0.5661,0.4022","0.4180,0.5019",357.27898999999996,399.153015,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596.255278397394_3.55836976608186,3.9879341687500194,-2.9312128337099987,596.255278397394,213.5021859649116,4.495186022830262,6685.0,M+H, ,0.0,Taurocholic Acid Sulfate,Lysate,Quinn,0.0,spectra/specs_ms.pklbin6685, , ,qTof,Positive,LC-ESI,596.256,lib-00010.mgf,Bronze,3.0,0.736537,1.63782,0.0009765619999999999,1.0,GNPS-LIBRARY,Dorrestein,596.256, ,209.007,13.0, ,0.0,596.255,specs_ms.pklbin,CCMSLIB00004679229,254589.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.0007216026059495562,-4.495185964911599,6685.0,"motif_451,motif_543","0.4354,0.5169","0.3905,0.8616",596.255,209.007004,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
360.310504180678_7.72297305140962,3.0228195752441605,1.5109109072014846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374.277184202361_4.84421035353535,4.788828905993672,-0.10865288097409832,374.277184202361,290.652621212121,10.060241159245649,2573.0,M+H,,1.0,MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE,NIH Pharmacologically Active Library,VP/LMS,372.194,spectra/specs_ms.pklbin2573,,,qTof,Positive,LC-ESI,373.202,lib-00014.mgf,Gold,1.0,0.545609,198.298,0.0740051,1.0,GNPS-NIH-SMALLMOLECULEPHARMACOLOGICALLYACTIVE,Dorrestein,373.202,,280.65,4.0,C[C@@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]2CC[C@@H]1OC(=O)CCC(=O)O,0.0,373.276,specs_ms.pklbin,CCMSLIB00000084741,1574.33,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-1.0751842023610152,-10.002621212121028,2573.0,"motif_503,motif_534","0.1217,0.5218","0.6618,0.7675",373.276,280.649994,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501.354222950369_8.72191090342678,2.7620359029113963,-0.2462596209719621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415.320010997855_6.394998045977,1.4341064061462596,-0.11356513816861735,415.320010997855,383.69988275862,9.094770574215667,4510.0,M-H2O+H,,1.0,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole",isolated,lfnothias,432.215,spectra/specs_ms.pklbin4510,"InChI=1S/C24H32O7/c1-25-13-18(8-16-6-7-20(27-3)21(10-16)28-4)19(14-26-2)9-17-11-22(29-5)24-23(12-17)30-15-31-24/h6-7,10-12,18-19H,8-9,13-15H2,1-5H3",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,415.211,lib-00000.mgf,Gold,1.0,0.909917,0.0,0.0,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,415.211,,392.79400000000004,4.0,COCC(CC1=CC=C(OC)C(OC)=C1)C(COC)CC2=CC3=C(OCO3)C(OC)=C2,0.0,415.211,specs_ms.pklbin,CCMSLIB00000848625,106665.0,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-0.10901099785496626,9.094117241380047,4510.0,,,,415.211,392.794006,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
598.366944077387_5.96997302576891,2.1546054448425487,-2.6445526393130265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
371.258152925494_7.40112386006289,2.9353576268493846,-2.3391875537112203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
451.341018644568_6.69499690923317,1.7113319005310252,-1.1163915904238664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591.316847291841_7.86584884920634,1.78305488484499,-1.2227031501009904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
399.325452686686_8.10256555810396,2.2260909642517284,-0.3499730141833268,399.325452686686,486.1539334862376,4.961195265555399,4337.0,M+H,1935188,1.0,Spectral Match to Palmitoylcarnitine from NIST14,Isolated,Data deposited by mjmeehan,0.0,spectra/specs_ms.pklbin4337,,,HCD,Positive,ESI,400.342,lib-00024.mgf,Bronze,3.0,0.8811200000000001,2.43932,0.0009765619999999999,1.0,GNPS-NIST14-MATCHES,Data from Gabriel Haddad,400.342,,481.298,5.0,,0.0,400.343,specs_ms.pklbin,CCMSLIB00003135535,19571.3,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,1.0165473133139926,-4.855933486237575,4337.0,gnps_motif_45.m2m,0.5076,0.6691,400.34299,481.298004,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302.30292311174_7.03935515004055,2.5947828854858592,0.5864567248150863,302.30292311174,422.361309002433,3.703699804463458,377.0,M+H,,1.0,MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7,NIH Pharmacologically Active Library,VP/LMS,301.298,spectra/specs_ms.pklbin377,,,qTof,Positive,LC-ESI,302.311,lib-00014.mgf,Gold,1.0,0.6889270000000001,19.8867,0.00601196,1.0,GNPS-NIH-SMALLMOLECULEPHARMACOLOGICALLYACTIVE,Dorrestein,302.311,,426.065,6.0,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,0.0,302.305,specs_ms.pklbin,CCMSLIB00000086124,54995.4,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,0.008076888260006854,3.70369099756698,377.0,,,,302.30499,426.06500199999994,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
429.299920348074_7.32641233565352,2.5023542012512405,-2.7974509509280168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
326.21417374477_6.12045719257539,1.7616911496460157,-0.2425683053210221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
429.261129411485_5.23292244033872,2.7687411870300487,-0.0856036456301652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
462.298192875285_7.4584657153729,3.8839095200836367,-0.3991617472842179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
417.335691139396_8.09977316513761,1.6641340817749215,-0.28372757751493083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
482.359327660682_7.790747382602,4.7253256406128115,-0.5018667491152726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
369.351688910911_8.85338748062015,1.936322745257588,-1.4691063674166642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
431.314505520451_5.83546512113617,1.618616637164326,-0.935062578506752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510.377824903679_6.79123882352941,1.5483618344604686,-0.5516366275027238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
430.314837102712_5.49577654723127,1.488853510791035,-1.0998706134036027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408.310609570168_6.3082312900641,3.45875364201662,-1.0075489791110002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526.365521351701_6.48664484777517,1.8886089886963084,-0.5098518641665422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313.211276628131_5.16782009803921,1.9186058606445504,-5.013746193237586,313.211276628131,310.0692058823526,5.129328036452981,490.0,M-H2O+H,,1.0,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-",isolated,lfnothias,332.199,spectra/specs_ms.pklbin490,"InChI=1S/C20H28O4/c1-5-18(4)9-10-20(24)13(12-18)14(21)11-15-17(2,3)7-6-8-19(15,20)16(22)23/h5,12,15,24H,1,6-11H2,2-4H3,(H,22,23)",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,315.195,lib-00000.mgf,Gold,1.0,0.513301,3.1951,0.00100708,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,315.195,,305.339,4.0,CC1(C)CCCC2(C1CC(=O)\C3=C\C(C)(CCC23O)C=C)C(O)=O,0.0,315.194,specs_ms.pklbin,CCMSLIB00000852985,42235.4,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,1.9837233718690186,-4.730205882352607,490.0,gnps_motif_38.m2m,0.2763,0.9995,315.194,305.338989,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
389.268223540445_6.39247044241036,2.1392732228576854,0.9455021111294784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
492.34480973643_8.81385349842768,2.5754919614135936,-0.2901530774310075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524.393307754536_6.79068495539335,1.7007942761718944,-0.6156062396243058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302.214452802516_5.85150215053763,1.8851156796753124,-1.1381451399996723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
385.214149405356_3.49427168059423,1.3702383603393749,1.0599135247990643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480.308976422985_7.87660234604104,3.4363403882324413,1.0702819911763228,480.308976422985,472.5961407624624,3.4043531137453438,5411.0,M+H,97802534,1.0,Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by mjmeehan,0.0,spectra/specs_ms.pklbin5411,,,HCD,Positive,ESI,480.347,lib-00024.mgf,Bronze,3.0,0.72436,37.4206,0.017974900000000002,1.0,GNPS-NIST14-MATCHES,Data from Gabriel Haddad,480.347,,469.19199999999995,12.0,,0.0,480.329,specs_ms.pklbin,CCMSLIB00003135159,254651.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.03802357701499659,-3.4041407624624753,5411.0,"motif_276,motif_547","0.1562,0.1325","0.3816,0.9196",480.32901,469.19198600000004,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
337.272959057827_8.05953217535152,1.8483901585876656,-2.7377056391909558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355.282112207559_8.84417647286821,1.9557490910827833,-2.040254524536415,355.282112207559,530.6505883720926,10.061411805007843,1552.0,M+H,2258926,1.0,Spectral Match to 1-Linoleoylglycerol from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin1552,,,HCD,Positive,ESI,355.284,lib-00024.mgf,Bronze,3.0,0.8183060000000001,2.83458,0.00100708,1.0,GNPS-NIST14-MATCHES,Data from Rob Knight ,355.284,,540.712,12.0,,0.0,355.285,specs_ms.pklbin,CCMSLIB00003134936,248262.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.001887792440982139,10.061411627907432,1552.0,motif_423,0.1042,0.3688,355.285,540.711975,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
468.30842616957_7.8934944317315,3.591234024935932,0.16042191665621175,468.30842616957,473.60966590389,5.0280420291531,5248.0,M+NH4,,1.0,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate",isolated,lfnothias,452.147,spectra/specs_ms.pklbin5248,"InChI=1S/C25H24O8/c1-24(2)10-9-15-11-14(5-8-19(15)32-24)13-25(23(29)31-4)20(21(30-3)22(28)33-25)16-6-7-17(26)18(27)12-16/h5-12,26-27H,13H2,1-4H3",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,470.181,lib-00000.mgf,Gold,1.0,0.567876,246.708,0.115997,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,470.181,,478.276,4.0,COC(=O)C3(CC1=CC=C2OC(C)(C)C=CC2=C1)OC(=O)C(OC)=C3C4=CC(O)=C(O)C=C4,0.0,470.29699999999997,specs_ms.pklbin,CCMSLIB00000846691,39838.3,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,1.8725738304299853,4.666334096110006,5248.0,,,,470.29699999999997,478.27600099999995,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
489.250468236248_4.64563579033578,2.7704878415405467,-0.4166287692263566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568.224211533865_4.67165098736176,2.4693656529724315,0.12448699157686605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
358.282262532205_5.9112448657188,3.7988064851104935,-0.8996037753298722,358.282262532205,354.674691943128,2.6957384539124285,1625.0,M+H-H2O,5255174,1.0,Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14,Isolated,Data deposited by fevargas,0.0,spectra/specs_ms.pklbin1625,,,HCD,Positive,ESI,357.278,lib-00024.mgf,Bronze,3.0,0.866059,2.73334,0.0009765619999999999,1.0,GNPS-NIST14-MATCHES,Data from Christopher A. Lowry,357.278,,352.173,10.0,,0.0,357.279,specs_ms.pklbin,CCMSLIB00003134721,5752.7,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.0042625322049616,-2.5016919431279803,1625.0,"motif_311,motif_497","0.1635,0.7488","0.4699,0.6781",357.27898999999996,352.173004,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
351.250479627151_8.69558903100775,3.7559600438415717,-2.3065051348879777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
319.224496591827_8.27144649923897,2.383292254382344,1.36060048025103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
